Review Text,Star
"Food here is always excellent. Place is very up northy. The Boar Burger is definitely one of the best out there, and the apple cider glazed carrots are delicious. If you're up for something a bit different, definitely try this place!",4-star
"I stopped by the Buck and Badger after work for a quick beer and an appetizer while waiting for friends. Their beer selection was pretty good. They had the beer that I prefer, so that was good. But the reason for my review is the bartender was a bit of a dick. He was wearing a cap bro-style (on backwards) and had this phony superior air about him. It was off-putting. Some people sat next to me and their first three beer requests the B & B did not have. The bartender gave them some pretty strong 'tude and said ""You guys have to broaden your horizons."" They handled it well but seemed slightly put off by it. The menu options were limited and the prices pretty high. They wanted $14 for their fish-fry special. In Madison, a good fish-fry is usually $10. Overall not impressed.",2-star
"I love coming here when it's warm and drinking a Bloody Mary or 5 and people-watching. It's within eyeshot of capital square, and when the farmer's market is going on you have a GREAT view of everything and everyone. Service is good, apps are good, and the Bloodies come with the most charming little beer chasers. Come on a Saturday in the spring, sit outside, get day-drunk, and watch the Madisonians do their thang.",4-star
"I came here with a group of friends. The menu is small. I ordered a cheeseburger with fries. The burger was a bit small (too much bun) and was rather pink, although I had ordered it medium-well. The menu also stated that the sandwiches came with a side and a pickle, but the pickle turned out to be two small pickle slices. The fries were good, nothing special. My friends ordered the mac n cheese bake, which they seemed to enjoy, and a BLT, which seemed to be just ok. The service wasn't great. The waitress brought the wrong meal to one of us. I have a feeling she was new though, as she was flustered by some of our questions about menu/payment, so perhaps it isn't totally fair. I have heard this place is fun for trivia, but I probably wouldn't return for anything but to check that event out.",2-star
"I should've listened to Emigh C. below. The food was expensive, not impressive at all and just sat in my stomach. There are lots of amazing and better priced restaurants nearby (Ian's for example)!",1-star
"Three friends and I were looking for a restaurant on State Street for dinner before a show at the Overture Center. One friend said he was really craving a burger, so when we came upon the Buck & Badger, we decided to give it a try. We figured if they were able to afford to be so close to the Capitol, they had to be pretty decent. Unfortunately, this was not the case. We were seated right away and were served drinks pretty quickly, which seemed promising, although the specialty Jack Daniels cocktails two of us ordered came in disappointingly small glasses. But then after we ordered our food we waited. And waited and waited. It was at least a half an hour before our food arrived, so even though we had initially given ourselves well over an hour to eat before our show started, we felt rushed once we finally got our food. The food itself was okay, but nothing that wowed us. I chose not to spend the extra $3 for a side because I thought the coleslaw that came with my sandwich would be good enough -- who seriously wants to spend $3 for a side order of fries? -- but the coleslaw was absolutely tasteless. The menu describes it as ""sweet mustard cole slaw"" but it was basically wet cabbage. My chicken sandwich, while nice and hot, was also pretty bland. The sweet potato chip breading didn't have as much flavor as I'd anticipated, and they really skimped on the chipotle mayo. My friends enjoyed their burgers but didn't seem overly impressed, and the long wait certainly didn't help. If I'd had a chance to read reviews before we went there, I don't think we would have gone in the first place knowing that we had a show to get to and others have experienced the same very long wait we did. Also, other reviewers mentioned that they received complimentary chocolate chip cookies. We didn't get any, so either they no longer do this, or they were forgotten since we had to flag down our waitress just to pay the bill so we could get to our show on time. Either way, this was a disappointing dining experience, and with so many other restaurants on State Street, I wouldn't bother with a second visit to the Buck & Badger.",2-star
"Although Buck and Badger has a whole section on their menu devoted to delicious looking meat burgers, I went against conventional wisdom and ordered their Veggie Burger. What the what?? I promise you it's good. The grilled portabella topped with grilled peppers and provolone cheese tastes almost like meat, if not better. Buck and Badger also has some really great cocktails (The One that Got Away, which is Jack Daniels Tennessee Honey with root beer, is tasty) as well as a large selection of beer. They also host Geeks Who Drink Trivia on Tuesdays.",4-star
Food is great. Flank steak meatloaf is amazing. Duck breast is fabulous. Unfortunately service is not. Two of us ordered soup this evening one came out with a the main course. Couldn't even fit it all on the table. My meal on the other hand never made it out she totally didn't even bring it. This is 3rd time at his restaurant and service has been less than adequate. Probably will not be back too many choices of great restaurants on State Street.,2-star
"I feel pretty let down by my two experiences at Buck & Badger. I've been for lunch and dinner. Both times, service was pretty slow, despite there not being many customers. I had the chicken pot pie ($13), which was served in a sort of upside down pyramid of a bowl... It looked large when it first came, but soon revealed itself to be shallow and a pretty sad portion for the price. It wasn' particularly flavorful either. My date had a burger, which he said was just ok. Went back a different day and had the grilled cheese with apples and fig spread. The apples turned out to be more like apple pie filling. Way too sweet! Also, $8 for a grilled cheese is quite steep, especially since you also have to pay extra to get a side of fries. I would love to love Buck & Badger, since I work a block away and they have a lovely fireplace. I can imagine having lunch there while reading a book by the fire. But I guess what it comes down to, is there are much higher quality and less expensive places to go in the area.",2-star
"I always get wary when a restaurant tries to hard to push a theme. In this case, Buck and Badger is supposed to resemble an ""Up North"" restaurant with a stuffed moosehead (fake me thinks) and a log cabin motif. Nevertheless, I thought to give it a whirl as we biked down State Street on one of the first nice days of Spring. The menu is typical American fare-wings, some salads, hamburgers made from the various animals (cow, boar, lamb, bison), and entrees. I opted for the Duck Salad (no tomatoes) while my 9 year old daughter went with the children's Mac and Cheese. The meal took a tad bit long to come out with our waiter coming out to inform us they made the salad with the tomatoes and were making me a new one. I was happy to hear that until the second attempt at the salad came out. Evidently, when I requested no tomatoes, the cook also thought Ihe/she should include any other vegetable-it was missing the red peppers, onions, and celery that the menu described While the duck was well prepared and the apple cider vinaigrette adding a nice acid to cut through the richness of the duck, the salad lacked anything crunchy and therefore was forgettable. My daughter's mac and cheese was generous in size and I appreciated the fact that the sauce was homemade and well balanced. Good but nothing to come back for. Buck and Badger would do better if it lessened the schtick around the Northwoods (really, the kid's menu item comes with an antler crown which basically guarantees a therapy visit or two when they get older from the humiliation), reduced the size of their menu, and focused on delivering well executed meals. While I would say that the restaurant won't be around long due to the amount of nearby competition (The Fountain, Coopers, etc), they probably will as the owner also owns the Capitol Tap Haus (yawn) and the Ivory Room (license to print money).",3-star
"Came here for lunch on a Thursday with some co-workers. We left with mixed feelings, most of us disappointed and won't be back. This place is pretty new. It opened in the space that Ian's Pizza moved out of. They spent quite a bit of work to completely redo the interior. They attempted to capture the up north feel, with lots of cedar wood and country decor. There was a gas fireplace in the middle of the dining room which I really liked. I got the whitefish hoagie. The menu said that all sandwiches were served with a side of sweet mustard cole slaw."" Hmm...I don't remember tasting any mustard, or any sweetness, or anything all. It was weak, mostly watery cabbage with a touch of cream. My sandwich was okay. The red pepper aioli didn't stand out. I actually thought it was melted cheese until I reviewed the menu just now. There wasn't any tartar sauce served. The sides are kind of a rip; especially the traditional fries. They're a $3 add on and they could've easily been from the frozen section at Woodman's Foods. One of my co-workers got the Wild Boar Burger, fries, and a CAN of beer. His bill was $17 before tip. Seemed pretty steep for a lunch. It'd be different if any of the 3 items were standout, but they were lacking. One co-worker had the grilled cheese sandwich with fig jam & sliced apples. He was really happy with it. Out of our group of 5, he's the only one that said he'd come back.",2-star
"So, had the weirdest experience here this past Thursday. My coworker and I decided to go get wings for lunch. They have a decent lower-cost lunch menu which works as we are both broke ass poor. We both chose snack size orders of wings with a side. When they brought our orders out, there appeared to be a huge amount of wings, double our order. We brought it to our waiter's attention as we figured we would be charged accordingly. He was a trainee and apparently hit the wrong button on the register. Now this is totally understandable, mistakes happen. The way that it was handled really blew our minds. He brought over a woman who appeared to be his manager/trainer who told us that we would have to pay more if we kept the wings, or we would need to give them back. We had started eating at this point as we had to get back to work. Did I mention that their orders take forever to come out? Anyway, she brought containers for us to pick out wings to give back to her. We were so shocked. I have never heard of a restaurant making a mistake and then asking for the food back. Wouldn't it be logical to say 'oh we made mistake, keep the order, it's on us?' Instead let's throw out the wings. At least I hope that they didn't serve them to someone else.",2-star
"I was in here yesterday and won't be back. Ever. Not if you paid me. Everything went wrong from start....to finish. The host attempted to seat us. Walked in said ""two?"" He turned around and walked away without saying a word and after a minute realized we weren't behind him because we didn't know if he was seating us, checking on a table, hello? After walking a 1/4 mile to our table which was way out in like New Delhi or something, we are seated near nobody and nothing. He dropped us off at our table in the desert which was dirty, obscure and lonely. The place was filthy, shabby, tired worn down. The next three hours, yes three, were an adventure. Our drinks took 15-20 minutes, our server looked like he just got out of county jail, our food actually arrived before the appetizers. We didnt see the guy for another 45 minutes. When the escapee arrived, he brought the carryout box the size of a pizza container we requested from another server that saw us stranded on the side of the highway. Meanwhile in the dining room, there was loud cheering because there was a baseball game going on. In our room, the game was not on. We couldn't see anyone but we knew they were there. Then we got the check. We didn't see the guy for another twenty minutes after that. I stacked the dirty plates in the corner of the table. We left with our frozen carryouts. By the way, the beer was cold and the food was ok. All on a Friday night. Behind every bad server, bad host and bad staff is a bad general manager. Loser restaurant of the year goes to *ding* bdubs of Lyndhurst. Congratulations!",1-star
"First, this location was HORRIBLE....I will be contacting corporate. Whoevernwas working today at approx. 12:20PM, very rude. Orders are completely messed up! I ordered online for my order to be done by a specific time and it still wasn't. RIDICULOUS. Out of all Buffalo Wilds Wings, I have been to around the world, THIS LOCATION, doesn't open the food to confirm you have the correct order? I AM GLAD, I opened my food because it was wrong. Whoever the manager's are, walk around scary as can be. Everybody standing around talking. I see why this place is empty, YOU ARE HORRIBLE AND I WILL BE MAKING IT KNOWN. I wish I could have gave 0 stars!!!! YOU ARE HORRIBLE!!!!!",1-star
Listen. Just moved here from another zip code in the immediate area. Drinks are almost half the price of the bw3 we go to AND the service is waaayyy better. How does a chain restaurant vary that much in price? Its almost half of what we were paying in our old zip code not more than 30 min from here. Falling in love with Bw3 - again - after many years.,4-star
"Please someone explain to me why a person would EVER come in here. It is filthy. Just walking in the hall, my feet stuck to the floor. He loves cold beer, was a rough day at the office so I suggested this place. Arrived straight from work at 2015. Asked for a booth. Server was lovely. Food was not edible. How can they sell this awful food. The naked chix strips were terrible, I am not certain it was chicken. Beer was cold and good, but I am concerned about cleanliness. Will never come here again and wonder where the health department is with this place.",1-star
"Paid $10 + for ""ultimate nachos"" which were tortilla chips with NO meat or anything else for that matter. Iceberg lettuce and chips...seriously? I even had to add my own salsa because there wasn't enough. Burger has a rubber texture...awesome. Thank you for wasting my money B-Dubs.",1-star
"Had lunch there and my friend had the chicken sandwich and I had a cheeseburger with braised mushrooms. It was very good only I could not get my burger cooked medium. But then this is a fast food place. We had their onion rings which are good, but not the best and also fries. We were both quite satisfied and will continue to visit.",4-star
"This, hands down, was probably the worst buffalo wild wings we've ever been to. Not only did they give us our wrong order twice, they had slow service, over priced, and it wasn't the cleanest of locations (especially the woman's bathroom). It takes a lot for me to write a poor review but I just can't believe how it was there and really expected more from such a popular chain.",2-star
"We live between the cedar Rd bw's location (which is great) and this location, we were over this direction and ordered takeout. The order was wrong, took an hour to get fixed and they were rude and annoyed the whole time. No apologies. Won't return.",1-star
"Whew, here now and the kitchen is way behind. Strange because not very crowded. Very lame whiskey pour. I am out as soon as my appetizer that I ordered 45 minutes ago shows up.",2-star
"As a working mom of 4, I resort to take out at least 2 times per week. This meal was very disappointing. It was relatively expensive for the quality of every single item we ordered. This is essentially a McDonald's quality meal at TGIF prices.",1-star
"OK. So in response to my last review, I had to put in an update from 3 to 4 stars. I am only giving it 4 stars and not 5 because I still think this Bdubs is a little dirty and small...not like other Bdubs. But...the server, TJ, was awesome. The new sauce came out for the month and he asked me how it was for his own knowledge. TJ was super friendly and chill dude. I know when I come in I will be looking for his service.",4-star
"Have always loved this location, and though I finally have a BW3 in my backyard in NYC, I always make a habit of hitting this one up for old time's sake when I'm home. Had a great visit for lunch this week. The staff was friendly, and kept my son entertained with games. The wings, of course, we're out of sight. We'll be back, for sure.",5-star
Ate here last night whole table had boneless wings that were way over cooked. I also got the breaded mushrooms that ironically were under cooked. Plus it was extremely over priced for glorified bar food. And we were shoved in a table in the back room squeezed in between 2 four tops when we asked for a booth. The only reason I gave it a second star is because our waiter was awesome. Very attentive and informative I believe his name was Josh he saved the whole experience for me.,2-star
"Server was okay a bit snooty, food was horrible the burgers were extremely dry! And when I asked for 3 different drink they were out of each liquor! They forgot to give us silverware and the menus were very sticky not a very good experience",1-star
For the most part we have an excellent experience here. Staff is on point and our server Angelina tonight was great ask for her if every stopping by this location.,4-star
Had dinner here with the family and went with the wings and a salad. My son had the combo bone-in and boneless wings with the Mango Habanero hot sauce and I had the traditional wings with Parmesan Garlic sauce. His hot sauce was way too hot for me but the Parmesan Garlic was just right for taste and heat. The wings were done well as you'd expect given the name on the establishment. My wife had the Chicken Chopped Salad and thought it was just okay. It is a typical sports bar atmosphere with multiple TVs around an open room. The noise level is relatively high as you might expect but it's a friendly place and the waitstaff is helpful. It's a place to go for decent eats at good prices and get your fill of sports.,4-star
"I almost never write negative reviews, but I feel like this is one of those times I should save you the heartache. The service for pick-up was just fine, but the food I got back left a lot to be desired. We just moved to the area, and thought BWW would be a good go-to that first week. The boneless chicken (I got 12, my wife got 12) were popcorn-chicken size. They were tasty, but seriously, seriously small. Small enough that we busted out laughing when we saw them. I like my baby chickens in egg form, please. Worse were the buffalo chips with cheese. We ended up discarding them after just starting to eat them because the entire bottom of them was adhered to a white plastic material. I'm betting that it's a big chunk of whatever bag they come in when frozen that they got cooked with, as one homogenous lump. I took a photo because I wanted my friends to see that we're now living in the future, where we're expected to eat space-age plastics. I can't wait for the next step, my BWW Spicy Hot protein pill! I normally love BWW, but I don't know why I'd come back to this one.",1-star
"Pretty bad service . Waited 10 minutes for a server that never showed, finally went to the bar and brought drinks back to our table. Server finally showed up 10 minutes later and gave attitude because we snagged the first round from the bar. Server never returned, bought the rest of the drinks and food from the bar. Food is decent, its wings and fried stuff. Fifteen years ago bw3 was the place to go. Now there are so many other better options. Hit up winking lizard, quaker steak or even the Boneyard further down mayfield. This location is newly remodeled. It doesn't matter, it's still a hole with employees who act like you are inconveniencing them because you sat down.",1-star
"Haha, this place is a joke. I took my girlfriend here and was expecting to get some fast wings for me and whatever she wanted, of course. First of all, it took some ghetto douchebag 15 minutes to even realize we were waiting. Then, blablabla what can I get you to drink? Both of us waters. Took him 10 minutes to get us our water. So we ordered away, after waiving him down as he ran away to flirt with some girl at the counter. It took a long while for us to get our food, my girlfriend her burger, which was burnt to a hellish crisp. My wings were ok, not the best but the sauce was really weird. No refills on our drinks the ENTIRE time we sat there. He only came over once. If you're looking for good service and good food, stay away from this shithole. If you have the gas, go to Quaker Stake.",1-star
"I hate this particular restaurant. I was there three years ago and they nickel and dime'd me then and they're doing it still now. The service is awful, they have their own set of rules that are different from ALL OTHER BW3's I've been at, and it takes forever to get anything. I walked out before and I did it again recently. Awful. Horrible. Worst restaurant I have ever been. They wouldn't let me have a tall Great Lakes Christmas Ale because the waitress said ""Its too potent.' Then I over heard a waiter ask the manager why they can't sell the large Christmas Ales and he said ""Because its 75 cents more and we make more money this way."" Smart as a business option that is, they are the ONLY BW3's WHO DO THAT. Every time my glass was empty I had to scream down the bartender who was too busy talking to all his buddies instead of helping the other bartender who was taking care of tables behind the bar. I tried to order some wings, but I could only get batches of 6 when I have been able to get batches of 5 at EVERY OTHER BW3's on their Boneless and Regular wing nights. Plus, for them to be 'wet' (saucier) would cost me extra. Bleu cheese? Extra. Celery? EXTRA. Do not support this monstrosity of a restaurant.",1-star
"Every B Dubs (Buffalo Wild Wings for the great unwashed) location is completely different. Yes, it's true. Each location has its own quirks and subtleties. I'm not too big of a fan for this location. I ordered my staple, 12 boneless Asian Zing. What I got were 12 bone-in (tee-hee) Asian Zing. Since I ordered carry-out, I didn't notice this travesty until I got home. It ruined my B Dubs meal. The wings were all-right here and the Asian Zing sauce was as tasty as ever, but I was just let down. The bone-in and boneless experience are COMPLETELY DIFFERENT. Oh, and I got fries. Won't do that again.",3-star
"Truly welcoming place if you're not some jerk in a group of ten trying to make every day St. Patrick's Day. The owner is nice, and the cozy vibe is like having a pinball games room addition to your home.",5-star
"I highly recommend not stepping foot in this place if you want good service or even to feel like a part of society. I've never had an experience at an establishment like I had yesterday. A group of 10 of us walked in on a Saturday around 730 and were told immediately that we were not welcome. We were not loud or rowdy in any way but were wearing some green in light of it being March 17th. We are normal 35-40 year olds just looking to play a couple of games of pinball and have a pint or 2. We were told, very rudely I might add, that only regulars were allowed in to grace the owners presence. She said there are several other bars that would serve us right next door, so we gladly did so and I would highly recommend you do the same. We live in the area and have been there before, but yesterday will be the last.",1-star
Hidden gem in the West end. If you like pinball and nice craft beers then Cabin Fever is the place for you. Pinball machines and beers seem to rotate on a 4-6 week basis so never seems stale. Plus they also sell vinyl records! What's not to love?! Come on a Sunday for your best bang for your buck as machines are all you can play on Sunday for $5. Fantastic mature vibe. Owner Robin is easy to talk to too and appreciates regulars. A must visit!,5-star
Rude service. I wanted to take my kids here only to find they changed their policy overnight and know da aren't welcome.,1-star
"Best pinball anywhere! What a fantastic place. Best collection of pins I have seen anywhere! in excellent shape. Check out there recent selection of pins: Twilight Zone, Attack from Mars, Funhouse, The New Star Wars, New Batman (to be replaced with Lord of the Rings) and others I didn't have time to play. Owner is a great hostess and loves pinball! I cannot recommend this place enough!",5-star
Best place to play pinball in Toronto! Had a blast here and luckily got to play with the folks that run both the place itself and the machines. Well maintained pinball with a nice mix of eras too. Definitely wanna come back to check it out again the next time I'm in the 416,5-star
"I fucking love Cabin Fever! But to be fair, what isn't there to love about quality vinyl, pinball machines, and tall boy beers for seven bucks, all packed into a little hole-in-the-wall spot?? Cabin Fever has the quirky attribute that many bars need these days. Their beer selection offered a few taps, and over a dozen tall boy beers that are all originated no more than 50km away. You can take your beer in glass, or in can if you prefer (which I recommend, as the pinball machines have cup holders). Vinyl records hang the wall with some string lights around. Usually, I'm against the seemingly lackluster hanging of string lights, but it really plays into the enjoyable ambience produced. All-in-all, Cabin Fever is the type of place that every town needs to be ""that rad place"".",5-star
"Wow. Just wow. This was EXACTLY what I was looking for to kick off a 4-day vacation in Toronto! This quaint little spot is a gem that appeals to a variety of desires. It's a lovely marriage of pinball, craft beer, and vinyl. We were given helpful recommendations of the local craft beer and friendly conversation from the bartender. We went straight to the pinball machines which run about $1 per game or $2 for 3. There are just enough machines to keep you entertained for awhile, but not too many as to overwhelm or intimidate. They're all working very well, including the other arcade games such as Street Fighter II (which are only a quarter to play!). They also sell vinyl and play a rad selection of rock tunes to set the mood while you drink, play, and hang. I NEED a place like this at home. It's cozy, hip, and all around a really good time. 10/10.",5-star
"This gem is our mid week go-to! Cozy, with delicious beverages and really great drink specials! The owners are fantastic, and always friendly. Loving the fact that we can add to the vinyl collection while having a pint! Sammies available also; each one pinball ""themed"" by name. :)",5-star
Really amazing people running an innovative place. Super accommodating and friendly to this out of town visitor. Honestly my new fav place to visit and play pinball in Toronto.,5-star
"Not sure why this place has such a good rating, with so many coffee shops in the area (in the junction, bloor west, roncesvalles) there's no way a ""coffee shop"" should have a 4.5 star rating with NO WIFI IMHO. These days, it's a basic offering. Maybe I should have been tipped off by the empty Cafe w the exception of one lady getting a to-go cup and someone drinking a beer at the bar. I came here at 3pm. These were my observations in the 30 mins I was there: - LOUD: the music is loud here, so much so that the staff and patrons at the bar drinking beer are all screaming to talk over each other. To me it was car-stereo-blazing loud. - NO wifi. Go be productive elsewhere. - NO menu anywhere, so you're stuck having this conversation: C: so what do you have here? Barista: Everything. C: Oh ok, do you have hot chocolate? B: No. C: Do you have decaf coffee here? B: No. C: Can you do a chai latte? B: No, sorry. C: uh OK so what do you serve here? B: Brew coffee, Americanos, caffeinated teas... Righttt so not ""everything"". I was looking for something decaf but nothing was avail. Without a menu, not only do you now know what is available, you don't know how much things cost. FYI a cup of brew coffee is $2. Hubby said it was decent and gave it a 7/10. Oh, And you'll also have to ask the barista for the cream. Depending on what you want to do in a coffee shop (or bar in this case), it may be helpful to know that the lighting is dim here and provided entirely by Edison light bulbs. So unless you score one of the two two-seater tables by the window, it might be difficult to read a book or do paperwork here. Good aspects: - music selection was decent - appears to turn into a bar in the evening; has pin ball machines and sells records - has beers on tap. - staff was nice enough, not her fault they don't serve anything decaf or lack wifi In the end, this is definitely more of a social bar setting rather than a quiet catch up with your friend or getting work done environment which is what I was looking for at the time. I just wanted to try out a new place and wandered in.",2-star
This a lovely cafe. Very friendly woman runs the place and is very sweet and conversational. I love the front part of the store with the bay window and window seat facing bloor street. Perfect for watching the hustle and bustle of the city or people watch. Americano had amazing flavour and perfect bite to it! They also have a variety of lovely nibblys to pair with coffee or tea. Only wish ps mine would be a- to have cushions on the benches by windows to make it comfort and b- I am patio lover. I'm definitely making this my go to spot for coffee before work or walks in high park it's definitely one of the best on this stretch of bloor st w.,4-star
It's everything you've been wanting in a coffee shop. 1) amazing espresso 2) friendly staff and customers 3) awesome music and art 4) chill vibe oh and 5) The BEST buttertart in the GTA. Pinball too?!?!?,5-star
"Love this place! Great Coffee, Great people, Great Good, Great Music, Great atmosphere, FAST WiFi!! and great prices on Vinyl and damn..everything comes at a great price! I don't wanna come across as someone who is blowing smoke just cause but...Honestly its a really nice change from your average coffee company. Highly recommended for everyone. update: Just went back to get some coffee and found that they took away the wifi because people stayed too long",5-star
Adorable. Wish there was more seating so I could spend more time here. Americano was top notch. By far the coolest thing on Bloor between Lansdowne to Jane (and well beyond),5-star
"Cabin Fever Collective is the combination of a cafe and a vinyl store. I thought this was a very interesting concept and inquired the owner about it. He told me that his wife and him wanted to open a vinyl store originally because of their love for music. However, the cost of maintaining a store was a bit pricey. By making it a cafe, it helped with the store maintenance. They have a collection of vintage and pre-owned vinyls for sale, along with new releases. Cabin Fever Collective likes to support local artists and sells CDs of lesser known bands in the store. Sometimes the cafe hosts live music nights with various bands. Thursday nights are also movie nights. They like to air music documentaries to follow the theme of the cafe. The cafe also has artwork for sale by one to three artists every month. If you really love Cabin Fever Collective, you can buy and proudly wear one of their shirts ($15-$20). I enjoyed their tea latte and I liked the variety of teas made available from Herbal Fusions. You can sniff each tea in separate vials before deciding on your order. There are a lot of vials too! If you need help, the staff will gladly give you a recommendation. Overall, Cabin Fever Collective is the perfect place to be if you are a vinyl collector and want to be in a space to share your interests with other music enthusiasts.",4-star
"Staff is awesome, relaxed and super friendly. Loved the ambiance and loved their tea as well. This is the kind of place I'd visit often if I lived in Toronto!",5-star
"What a quaint relaxing place. While it's an indie coffee shop, it's not completely grungy like some hipster coffee shops. It reminds me of an upper middle class living room with its comfy couches, antique records and how well everything is organized. As for the food and drinks, well they had a great selection of pastries such as scones, butter tarts, muffins, cookies and empanadas. They also had your normal coffee selection with espresso based drinks, fancy tea and normal coffee. I had the empanada with spicy chipotle dipping and an iced coffee. The empanada was nice and crispy, fair amount of filling, sweet on the outside and salty on the inside. It also went really well with an iced coffee that was not too strong, but also not too watery. Verdict: this is a great place to chill and study. Also - they take debit and credit! Sweet for an indie coffee shop.",5-star
"This place is awesome, it screams hipster and it hurts you a little to see it everywhere you look, but we still loved it. My creme brulee chai tea latte was one of the best tea lattes I've had, they actually give you a fist sized tea sachet. it was half the drink. I had my cup refilled with water after and it was a very nice chai. Enough on drinks, the cafe itself is beautiful. You understand the name as soon as you're there. The staff were funny and friendly, happy to give me some butter for the roll of bread I brought in. Wish I lived closer! Will remember for future high park visits.",5-star
"2 Stars Cabin Fever Collective is a nice little place in High Park. It is a unique place that sells coffee and records; maybe a little odd, but every place needs there thing. Cabin Fever also has a unique vibe to it, with great music, interesting art, plants on every table, and an old suitcase as a table. They have an incredible selection of tea available and a decent selection of coffee drinks including Chemex style drip coffee. As soon as I saw this, I said 'I'll have a Chemex please'. I have watched one of the leading baristas in Canada prepare a Chemex just for me and so I watched meticulously how Cabin Fever prepared it and it was disappointing. It was prepared with not much precision; the filter wasn't even primed first before the grounds were poured in to be poured over. Ok, I know I may seem crazy and I also know I have never prepared one of these before, but I have seen some great baristas prepare one for me in the past and the way they did it looked nothing like the one prepared here. They have a great espresso machine and looks as though they prepare the other drinks with care. The food selection is as expected in a coffee shop and the music is great and adds to the good vibe here. I'm hesitant to recommend this place because I know there are others around that are better, but this place is ok. I will definitely give it a plus for trying to do something new with the selling of the records; that's pretty cool. All in all, not bad, average, and a place to come if only around the area. That's it!",2-star
"Love this place. Staff is extremely warm. Bright spots to sit in front. Cool ""woodsy cottage"" room in the back with comfortable couches. Great variety of sandwiches, snacks & teas. Always some pretty sweet tunes playing - as you might expect from a cafe/shop that sells new & used records.",5-star
"Really 4 1/2 stars. The cafe au lait - soy, of course - was really good. Lots of foam, frothy, rich. I came here via the Indie Coffee Passport and came back the very next day for another cafe au lait. For $2.25, it was a great deal. The only tiny drawback was the to-go cup which gave the coffee a bit of a cardboard aftertaste. But apparently, if you bring in your own mug, you'll get 10% off. Nice ! Music is everywhere - stacks of vinyl and music-related art all around. Behind the counter, really friendly staff; and over the counter, baked goods and sandwiches and about a trillion different teas. You can even pick up some packaged tea and related gifty merchandise, including quirky things like crocheted bow ties and cupcake soaps. Want to stay a while? Park yourself in a comfy chair in front or settle in, surrounded by books, in the quieter space in back. Pretty soon, you'll feel like you're at an old friend's place, a friend who makes really good cafe au lait.",4-star
"If you're in the area this place is definitely worth popping into. Great decor, super friendly staff, a well curated record collection and an abundance of tea. As the other reviews mentioned they don't have espresso coffee yet, but the impressive tea selection, delicious treats and good music still makes them a great destination in my book.",5-star
"What an amazing space!! Based on my first impression, hands down, my favourite cafe at the moment! It's beautiful, sweet and clean in here! The seating area reminds me of a living room/dining area in an interior decorating magazine or something. It's very homey, clean and simple with cute little accents. Feels like going over to my stylish best friend's condo lol. The friendly owner has a wide selection of teas and a little sampling display where you can smell each flavour before ordering. I'm making it my goal to try each flavour at least once lol. I'm not a pastry person, BUT you must try their BUTTER TARTS! The red velvet cupcake is amazing too! BUT THE BUTTER TART! I've never had a flakey crust butter tart before! It's such a good idea!",5-star
"Spent about 3 hours here on a Wednesday afternoon working on my laptop. Fantastic selection of tasty teas, scrumptious desserts, great music, captivating decor and really nice staff. I''ll definitely be back.",5-star
"My server Shelby was AMAZING!!!! My daughter can't stop talking about how she is the kindest, sweetest waitress she has ever meet, she can't wait to go back and see her new friend. Thank you Shelby for making our lunch date even more special. Thank you for the recommendations on the food and drinks! We will definitely be going back and we are going to ask to be seated at Shelby's area for sure!!",5-star
Walked into CPK and within seconds i was greeted with a big smile and sat to a table. My server Terri was fricking awesome. She was so kinda a d full of energy like myself. We continued to bounce our positive vibes off of each other. It was so refreshing to have such an up beat server who matched my high. My food was so delicious/ the best gluten free pizza ever,5-star
"I haven't been to CPK in a few years, so it was nice to be back. Had dinner last night here at this location. Our server was great, I believe his name is Ry? Anyways, he quickly greeted us and got waters out giving us a few moments to look over the drink menu. I got a blue moon, wife got a glass of house red, and our friend ordered a red sangria. So far so good, we then ordered our appetizers. Buffalo Cauliflower & the street corn. Both delicious. Then, our entrees were brought out, my friend ordered the BBQ pizza, wife had the Carne Asada pizza, and I had the Bowl. I can't remember what it's called. Lol. Anyways, everything was delicious. It was great to be back. Service was on point and so was the food. I would recommend and I would come back much sooner than a few years. :)",5-star
Worst service when busy..no silverware no bread..waiting close to an hour ignoring us completely.. They treated w/o respect & below average and service was unfair.,1-star
"The first time I went here was a good experience. I dug it. The second time was just two nights ago where we had a waitress named Jess and she was KILLING it! She was engaged with us, joking around with us like we've been friends for 5 years, and regularly checked up on us. I wish service like this was more common as this is half of what I want when I go out to eat. I had the Wagyu burger this time around as opposed to pizza and happy I did. Unlike my last documented experience with Wagyu at a Korean BBQ place, this Wagyu was FANTASTIC! Paid the $3 upcharge for their fries w/ truffle ketchup... Worth. It. Last thing, the blueberry whiskey drink was STRONG! Which is specifically what I asked her for haha. I'm a fan. Don't sleep on this place if you go to downtown summerlin. You could live the rest of your life never experiencing real happiness. You're better than that.",5-star
If you are a couple the best dining experiences are always at the bar. Rich highly recommended the steak pizza and the shrimp scamp pizza- yummy cook to perfection! No black dough! And the sangria and margarita complimented both perfectly! The bar takes care of you!,5-star
"My boyfriend and I went here yesterday and our overall experience was great! It was a little rocky at first...hence the 4 stars...but it got better! We were seated and it took a really long time for someone to come and ask what drinks we wanted. However, once the drinks were brought over it was smooth sailing. We got everything we ordered really fast and everything was delicious. The waiter was a little quiet and serious, but he was nice.. Will be back :)",4-star
